date,region.ce.celje,region.ce.kozje,region.ce.podčetrtek,region.ce.rečica_ob_savinji,region.ce.rogaška_slatina,region.ce.slovenske_konjice,region.ce.velenje,region.ce.vojnik,region.ce.šentjur,region.ce.šmarje_pri_jelšah,region.ce.šmartno_ob_paki,region.ce.šoštanj,region.kk.brežice,region.kk.krško,region.kk.radeče,region.kk.sevnica,region.kp.divača,region.kp.koper,region.kp.piran,region.kr.bled,region.kr.bohinj,region.kr.cerklje_na_gorenjskem,region.kr.gorenja_vas-poljane,region.kr.jesenice,region.kr.kranj,region.kr.naklo,region.kr.preddvor,region.kr.radovljica,region.kr.tržič,region.kr.šenčur,region.kr.škofja_loka,region.kr.žirovnica,region.lj.borovnica,region.lj.brezovica,region.lj.dobrepolje,region.lj.domžale,region.lj.grosuplje,region.lj.horjul,region.lj.ivančna_gorica,region.lj.ljubljana,region.lj.medvode,region.lj.velike_lašče,region.lj.škofljica,region.lj.šmartno_pri_litiji,region.mb.benedikt,region.mb.cirkulane,region.mb.destrnik,region.mb.hajdina,region.mb.juršinci,region.mb.kidričevo,region.mb.lenart,region.mb.lovrenc_na_pohorju,region.mb.maribor,region.mb.markovci,region.mb.miklavž_na_dravskem_polju,region.mb.oplotnica,region.mb.ormož,region.mb.pesnica,region.mb.podlehnik,region.mb.ptuj,region.mb.rače-fram,region.mb.slovenska_bistrica,region.mb.sveti_tomaž,region.mb.videm,region.mb.šentilj,region.ms.beltinci,region.ms.gornja_radgona,region.ms.gornji_petrovci,region.ms.lendava,region.ms.ljutomer,region.ms.murska_sobota,region.ms.puconci,region.ms.sveti_jurij_ob_ščavnici,region.ng.nova_gorica,region.ng.renče-vogrsko,region.ng.tolmin,region.ng.vipava,region.nm.dolenjske_toplice,region.nm.kočevje,region.nm.metlika,region.nm.mirna,region.nm.novo_mesto,region.nm.trebnje,region.nm.črnomelj,region.nm.šentjernej,region.nm.šentrupert,region.nm.žužemberk,region.po.bloke,region.sg.dravograd,region.sg.radlje_ob_dravi,region.sg.ribnica_na_pohorju,region.sg.slovenj_gradec,region.sg.črna_na_koroškem,region.za.hrastnik,region.za.litija,region.za.trbovlje,region.za.zagorje_ob_savi
2020-06-20,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-21,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-22,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-23,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-24,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-25,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-26,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-27,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-28,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-29,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-30,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-01,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-02,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-03,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-04,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-05,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-06,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-07,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-08,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-09,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-10,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-11,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-12,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-13,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-14,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-15,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-16,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-17,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-18,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-19,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-20,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-21,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-22,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-23,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-07-24,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,1,1,,
2020-07-25,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,1,1,,
2020-07-26,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-07-27,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-07-28,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-07-29,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-07-30,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-07-31,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-08-01,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-08-02,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,2,,,17,,,1,,,,,,,,1,,,3,1,,
2020-08-03,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,3,1,,
2020-08-04,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,3,1,,
2020-08-05,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,3,1,,
2020-08-06,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,4,1,,
2020-08-07,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,5,1,,
2020-08-08,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,5,1,,
2020-08-09,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,5,1,,
2020-08-10,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,3,,,17,,,1,,,,,,,,1,,,5,1,,
2020-08-11,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,7,1,,
2020-08-12,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-13,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-14,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-15,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-16,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-17,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,4,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-18,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-19,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,8,1,,
2020-08-20,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,10,1,,
2020-08-21,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,10,1,,
2020-08-22,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,10,1,,
2020-08-23,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-24,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-25,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-26,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-27,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-28,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-29,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-30,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-08-31,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-09-01,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,11,1,,
2020-09-02,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-03,,,,,,,,,,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-04,,,,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-05,,,,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-06,,,,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-07,,,,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-08,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-09,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-10,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-11,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-12,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-13,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-14,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-15,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-16,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-17,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,1,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-18,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-19,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-20,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-21,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-22,,,1,,,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-23,,,1,,1,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,4,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-24,,,1,,1,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,4,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-25,,,1,,1,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,4,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-26,,,1,,1,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,5,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-27,,,1,,1,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,5,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-28,,,1,,2,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,5,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-29,,,1,,2,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,5,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
2020-09-30,,,1,,2,,,,1,38,,,,,,,,,1,,,,,2,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,2,,5,,,,,,,,,,,,1,,,,,21,,,,,,,5,,,17,,,1,,,,,,,,1,,,12,1,,
